,sales_agent,product,account,deal_stage,close_value,sector,year_established,revenue,employees,office_location,subsidiary_of,series,sales_price,time_until_close,manager,regional_office
5298,Vicki Laflamme,GTX Pro,Faxquote,Lost,0.0,telecommunications,1995.0,1825.82,5595.0,United States,Sonron,GTX,4821,11.0,Celia Rouche,West
5299,Wilburn Farren,MG Advanced,Xx-zobam,Won,3596.0,entertainment,1989.0,3838.39,8274.0,United States,0,MG,3393,2.0,Cara Losch,East
5300,Zane Levy,GTX Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,550,0.0,Summer Sewald,West
5301,Zane Levy,GTX Plus Basic,Hottechi,Lost,0.0,technolgy,1997.0,8170.38,16499.0,Korea,0,GTX,1096,1.0,Summer Sewald,West
5302,Zane Levy,GTX Plus Basic,Singletechno,Won,1091.0,retail,1996.0,2214.94,5374.0,United States,0,GTX,1096,128.0,Summer Sewald,West
5303,Zane Levy,GTX Pro,Plexzap,Won,6000.0,retail,2001.0,2437.85,4874.0,United States,0,GTX,4821,62.0,Summer Sewald,West
5304,Anna Snelling,GTX Plus Pro,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,5482,0.0,Dustin Brinkmann,Central
5305,Anna Snelling,MG Special,Golddex,Engaging,0.0,finance,2008.0,52.5,165.0,United States,0,MG,55,0.0,Dustin Brinkmann,Central
5306,Anna Snelling,MG Special,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,55,0.0,Dustin Brinkmann,Central
5307,Anna Snelling,GTX Plus Pro,Bioholding,Won,5068.0,medical,2012.0,587.34,1356.0,Philipines,0,GTX,5482,2.0,Dustin Brinkmann,Central
5308,Anna Snelling,MG Special,Globex Corporation,Won,46.0,technolgy,2000.0,1223.72,2497.0,Norway,0,MG,55,2.0,Dustin Brinkmann,Central
5309,Cassey Cress,MG Advanced,Vehement Capital Partners,Lost,0.0,finance,1993.0,646.1,883.0,United States,Golddex,MG,3393,138.0,Rocco Neubert,East
5310,Cecily Lampkin,GTX Plus Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,1096,0.0,Dustin Brinkmann,Central
5311,Cecily Lampkin,MG Advanced,Scottech,Won,3025.0,marketing,2012.0,45.39,100.0,United States,Inity,MG,3393,6.0,Dustin Brinkmann,Central
5312,Corliss Cosme,GTX Plus Basic,Donware,Lost,0.0,marketing,1999.0,1197.44,2570.0,United States,0,GTX,1096,2.0,Cara Losch,East
5313,Darcel Schlecht,GTX Plus Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,1096,0.0,Melvin Marxen,Central
5314,Darcel Schlecht,GTX Pro,Finjob,Engaging,0.0,employment,1988.0,2059.9,3644.0,United States,0,GTX,4821,0.0,Melvin Marxen,Central
5315,Darcel Schlecht,GTX Pro,Funholding,Engaging,0.0,finance,1991.0,2819.5,7227.0,United States,Golddex,GTX,4821,0.0,Melvin Marxen,Central
5316,Darcel Schlecht,GTX Pro,Konex,Engaging,0.0,technolgy,1980.0,7708.38,13756.0,United States,0,GTX,4821,0.0,Melvin Marxen,Central
5317,Darcel Schlecht,GTX Pro,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,4821,0.0,Melvin Marxen,Central
5318,Darcel Schlecht,MG Advanced,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,3393,0.0,Melvin Marxen,Central
5319,Darcel Schlecht,GTX Pro,dambase,Won,4790.0,marketing,1995.0,2173.98,2928.0,United States,Inity,GTX,4821,13.0,Melvin Marxen,Central
5320,Darcel Schlecht,GTX Pro,Zumgoity,Won,4861.0,medical,1984.0,441.08,1210.0,United States,0,GTX,4821,27.0,Melvin Marxen,Central
5321,Gladys Colclough,GTX Plus Pro,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,5482,0.0,Melvin Marxen,Central
5322,Gladys Colclough,MG Advanced,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,3393,0.0,Melvin Marxen,Central
5323,Gladys Colclough,GTX Basic,Cancity,Lost,0.0,retail,2001.0,718.62,2448.0,United States,0,GTX,550,50.0,Melvin Marxen,Central
5324,Hayden Neloms,GTX Plus Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,1096,0.0,Celia Rouche,West
5325,James Ascencio,GTX Basic,Hottechi,Won,586.0,technolgy,1997.0,8170.38,16499.0,Korea,0,GTX,550,50.0,Summer Sewald,West
5326,Jonathan Berthelot,GTX Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,550,0.0,Melvin Marxen,Central
5327,Jonathan Berthelot,GTX Plus Basic,Singletechno,Engaging,0.0,retail,1996.0,2214.94,5374.0,United States,0,GTX,1096,0.0,Melvin Marxen,Central
5328,Jonathan Berthelot,GTX Plus Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,1096,0.0,Melvin Marxen,Central
5329,Kami Bicknell,GTX Basic,Scotfind,Won,514.0,software,1996.0,6354.87,16780.0,United States,Bubba Gump,GTX,550,14.0,Summer Sewald,West
5330,Markita Hansen,GTX Pro,Konex,Won,4209.0,technolgy,1980.0,7708.38,13756.0,United States,0,GTX,4821,1.0,Celia Rouche,West
5331,Marty Freudenburg,GTX Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,550,0.0,Melvin Marxen,Central
5332,Marty Freudenburg,GTX Plus Basic,Singletechno,Engaging,0.0,retail,1996.0,2214.94,5374.0,United States,0,GTX,1096,0.0,Melvin Marxen,Central
5333,Marty Freudenburg,GTX Plus Basic,Y-corporation,Engaging,0.0,employment,1983.0,2871.35,9561.0,United States,0,GTX,1096,0.0,Melvin Marxen,Central
5334,Marty Freudenburg,MG Special,Genco Pura Olive Oil Company,Lost,0.0,retail,2007.0,894.33,1635.0,Italy,0,MG,55,5.0,Melvin Marxen,Central
5335,Marty Freudenburg,GTX Plus Basic,Domzoom,Won,965.0,entertainment,1998.0,217.87,551.0,United States,0,GTX,1096,11.0,Melvin Marxen,Central
5336,Moses Frase,GTX Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,550,0.0,Dustin Brinkmann,Central
5337,Niesha Huffines,GTX Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,550,0.0,Melvin Marxen,Central
5338,Niesha Huffines,MG Special,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,55,0.0,Melvin Marxen,Central
5339,Rosalina Dieter,GTK 500,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTK,26768,0.0,Celia Rouche,West
5340,Rosalina Dieter,GTX Plus Pro,Newex,Lost,0.0,services,1991.0,1012.72,3492.0,Germany,0,GTX,5482,1.0,Celia Rouche,West
5341,Versie Hillebrand,GTX Plus Pro,Xx-zobam,Engaging,0.0,entertainment,1989.0,3838.39,8274.0,United States,0,GTX,5482,0.0,Dustin Brinkmann,Central
5342,Versie Hillebrand,MG Special,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,55,0.0,Dustin Brinkmann,Central
5343,Vicki Laflamme,GTX Basic,Groovestreet,Won,651.0,retail,2003.0,223.8,299.0,United States,0,GTX,550,10.0,Celia Rouche,West
5344,Zane Levy,GTX Pro,Toughzap,Engaging,0.0,retail,1995.0,332.43,799.0,United States,0,GTX,4821,0.0,Summer Sewald,West
5345,Anna Snelling,GTX Basic,Yearin,Engaging,0.0,retail,2005.0,2261.05,3851.0,United States,0,GTX,550,0.0,Dustin Brinkmann,Central
5346,Anna Snelling,MG Special,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,55,0.0,Dustin Brinkmann,Central
5347,Anna Snelling,MG Advanced,Conecom,Lost,0.0,technolgy,2005.0,1520.66,1806.0,United States,0,MG,3393,6.0,Dustin Brinkmann,Central
5348,Boris Faz,GTX Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,550,0.0,Rocco Neubert,East
5349,Cassey Cress,GTX Plus Basic,Umbrella Corporation,Lost,0.0,finance,1998.0,2022.14,5113.0,United States,0,GTX,1096,102.0,Rocco Neubert,East
5350,Corliss Cosme,GTX Basic,Ganjaflex,Won,550.0,retail,1995.0,5158.71,17479.0,Japan,0,GTX,550,106.0,Cara Losch,East
5351,Daniell Hammack,GTX Plus Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,1096,0.0,Rocco Neubert,East
5352,Darcel Schlecht,GTX Plus Basic,Statholdings,Engaging,0.0,employment,1997.0,291.27,586.0,United States,0,GTX,1096,0.0,Melvin Marxen,Central
5353,Darcel Schlecht,GTX Pro,Xx-zobam,Engaging,0.0,entertainment,1989.0,3838.39,8274.0,United States,0,GTX,4821,0.0,Melvin Marxen,Central
5354,Darcel Schlecht,GTX Pro,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,4821,0.0,Melvin Marxen,Central
5355,Darcel Schlecht,MG Special,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,55,0.0,Melvin Marxen,Central
5356,Darcel Schlecht,GTX Pro,Ron-tech,Lost,0.0,medical,1992.0,3922.42,6837.0,United States,0,GTX,4821,1.0,Melvin Marxen,Central
5357,Darcel Schlecht,GTX Basic,Conecom,Won,589.0,technolgy,2005.0,1520.66,1806.0,United States,0,GTX,550,26.0,Melvin Marxen,Central
5358,Darcel Schlecht,GTX Pro,Inity,Won,4387.0,marketing,1986.0,2403.58,8801.0,United States,0,GTX,4821,2.0,Melvin Marxen,Central
5359,Darcel Schlecht,GTX Pro,Streethex,Won,4555.0,retail,1988.0,1376.8,1165.0,Belgium,0,GTX,4821,2.0,Melvin Marxen,Central
5360,Donn Cantrell,GTX Pro,Massive Dynamic,Lost,0.0,entertainment,1989.0,665.06,1095.0,United States,0,GTX,4821,9.0,Rocco Neubert,East
5361,Elease Gluck,GTX Basic,Green-Plus,Won,514.0,services,2003.0,692.19,1922.0,United States,0,GTX,550,1.0,Celia Rouche,West
5362,Gladys Colclough,GTX Pro,Newex,Engaging,0.0,services,1991.0,1012.72,3492.0,Germany,0,GTX,4821,0.0,Melvin Marxen,Central
5363,Hayden Neloms,GTX Plus Basic,Nam-zim,Lost,0.0,services,1987.0,405.59,1179.0,Brazil,Warephase,GTX,1096,1.0,Celia Rouche,West
5364,Jonathan Berthelot,GTX Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,550,0.0,Melvin Marxen,Central
5365,Jonathan Berthelot,GTX Pro,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,4821,0.0,Melvin Marxen,Central
5366,Jonathan Berthelot,GTX Pro,Cancity,Won,4671.0,retail,2001.0,718.62,2448.0,United States,0,GTX,4821,1.0,Melvin Marxen,Central
5367,Kami Bicknell,MG Special,Labdrill,Lost,0.0,medical,1985.0,2741.37,9226.0,United States,0,MG,55,1.0,Summer Sewald,West
5368,Kami Bicknell,GTX Basic,Singletechno,Won,518.0,retail,1996.0,2214.94,5374.0,United States,0,GTX,550,110.0,Summer Sewald,West
5369,Lajuana Vencill,GTX Basic,Nam-zim,Engaging,0.0,services,1987.0,405.59,1179.0,Brazil,Warephase,GTX,550,0.0,Dustin Brinkmann,Central
5370,Lajuana Vencill,GTX Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,550,0.0,Dustin Brinkmann,Central
5371,Lajuana Vencill,MG Special,Dalttechnology,Engaging,0.0,software,2013.0,98.79,96.0,United States,Bubba Gump,MG,55,0.0,Dustin Brinkmann,Central
5372,Marty Freudenburg,GTX Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,550,0.0,Melvin Marxen,Central
5373,Marty Freudenburg,GTX Plus Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,1096,0.0,Melvin Marxen,Central
5374,Marty Freudenburg,GTX Pro,Cancity,Won,4172.0,retail,2001.0,718.62,2448.0,United States,0,GTX,4821,1.0,Melvin Marxen,Central
5375,Moses Frase,MG Special,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,55,0.0,Dustin Brinkmann,Central
5376,Moses Frase,GTX Plus Pro,dambase,Lost,0.0,marketing,1995.0,2173.98,2928.0,United States,Inity,GTX,5482,13.0,Dustin Brinkmann,Central
5377,Niesha Huffines,MG Advanced,Treequote,Engaging,0.0,telecommunications,1988.0,5266.09,8595.0,United States,Sonron,MG,3393,0.0,Melvin Marxen,Central
5378,Reed Clapper,MG Special,Massive Dynamic,Won,53.0,entertainment,1989.0,665.06,1095.0,United States,0,MG,55,13.0,Rocco Neubert,East
5379,Rosalina Dieter,GTX Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,550,0.0,Celia Rouche,West
5380,Rosie Papadopoulos,MG Advanced,Gekko & Co,Lost,0.0,retail,1990.0,2520.83,3502.0,United States,0,MG,3393,122.0,Cara Losch,East
5381,Versie Hillebrand,GTX Basic,Kan-code,Engaging,0.0,software,1982.0,11698.03,34288.0,United States,0,GTX,550,0.0,Dustin Brinkmann,Central
5382,Versie Hillebrand,MG Special,Bioholding,Won,53.0,medical,2012.0,587.34,1356.0,Philipines,0,MG,55,22.0,Dustin Brinkmann,Central
5383,Versie Hillebrand,MG Special,Condax,Won,60.0,medical,2017.0,4.54,9.0,United States,0,MG,55,6.0,Dustin Brinkmann,Central
5384,Versie Hillebrand,MG Special,Inity,Won,53.0,marketing,1986.0,2403.58,8801.0,United States,0,MG,55,96.0,Dustin Brinkmann,Central
5385,Violet Mclelland,GTX Pro,Acme Corporation,Lost,0.0,technolgy,1996.0,1100.04,2822.0,United States,0,GTX,4821,1.0,Cara Losch,East
5386,Wilburn Farren,MG Special,Zathunicon,Lost,0.0,retail,2010.0,71.12,144.0,United States,0,MG,55,127.0,Cara Losch,East
5387,Zane Levy,GTX Basic,Green-Plus,Lost,0.0,services,2003.0,692.19,1922.0,United States,0,GTX,550,2.0,Summer Sewald,West
5388,Anna Snelling,GTX Plus Pro,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,5482,0.0,Dustin Brinkmann,Central
5389,Anna Snelling,MG Advanced,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,3393,0.0,Dustin Brinkmann,Central
5390,Anna Snelling,GTX Plus Pro,Isdom,Won,4603.0,medical,2002.0,3178.24,4540.0,United States,0,GTX,5482,7.0,Dustin Brinkmann,Central
5391,Cecily Lampkin,MG Special,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,55,0.0,Dustin Brinkmann,Central
5392,Cecily Lampkin,GTX Basic,Finhigh,Won,610.0,finance,2006.0,1102.43,1759.0,United States,0,GTX,550,38.0,Dustin Brinkmann,Central
5393,Corliss Cosme,MG Advanced,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,3393,0.0,Cara Losch,East
5394,Daniell Hammack,GTX Plus Basic,Konex,Won,1189.0,technolgy,1980.0,7708.38,13756.0,United States,0,GTX,1096,8.0,Rocco Neubert,East
5395,Darcel Schlecht,GTX Basic,Codehow,Engaging,0.0,software,1998.0,2714.9,2641.0,United States,Acme Corporation,GTX,550,0.0,Melvin Marxen,Central
5396,Darcel Schlecht,GTX Plus Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,1096,0.0,Melvin Marxen,Central
5397,Darcel Schlecht,GTX Pro,The New York Inquirer,Engaging,0.0,medical,1996.0,439.21,792.0,United States,0,GTX,4821,0.0,Melvin Marxen,Central
5398,Darcel Schlecht,GTX Pro,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,4821,0.0,Melvin Marxen,Central
5399,Darcel Schlecht,MG Special,Singletechno,Engaging,0.0,retail,1996.0,2214.94,5374.0,United States,0,MG,55,0.0,Melvin Marxen,Central
5400,Donn Cantrell,GTX Pro,Massive Dynamic,Lost,0.0,entertainment,1989.0,665.06,1095.0,United States,0,GTX,4821,1.0,Rocco Neubert,East
5401,Donn Cantrell,GTX Plus Pro,Sumace,Won,5480.0,retail,2000.0,167.89,493.0,Romania,0,GTX,5482,2.0,Rocco Neubert,East
5402,Elease Gluck,MG Special,Sonron,Won,56.0,telecommunications,1999.0,1699.85,5108.0,United States,0,MG,55,96.0,Celia Rouche,West
5403,Garret Kinder,GTX Plus Basic,Ontomedia,Lost,0.0,employment,1997.0,882.12,2769.0,United States,0,GTX,1096,4.0,Cara Losch,East
5404,Garret Kinder,GTX Plus Basic,Zotware,Won,983.0,software,1979.0,4478.47,13809.0,United States,0,GTX,1096,49.0,Cara Losch,East
5405,Garret Kinder,GTX Pro,Massive Dynamic,Won,5319.0,entertainment,1989.0,665.06,1095.0,United States,0,GTX,4821,18.0,Cara Losch,East
5406,Gladys Colclough,MG Special,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,55,0.0,Melvin Marxen,Central
5407,James Ascencio,GTX Pro,Konex,Won,4941.0,technolgy,1980.0,7708.38,13756.0,United States,0,GTX,4821,10.0,Summer Sewald,West
5408,James Ascencio,MG Advanced,Sunnamplex,Won,3260.0,marketing,2008.0,894.37,1593.0,Poland,0,MG,3393,4.0,Summer Sewald,West
5409,Jonathan Berthelot,GTX Plus Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,1096,0.0,Melvin Marxen,Central
5410,Jonathan Berthelot,MG Special,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,55,0.0,Melvin Marxen,Central
5411,Kami Bicknell,GTX Plus Basic,Bluth Company,Engaging,0.0,technolgy,1993.0,1242.32,3027.0,United States,Acme Corporation,GTX,1096,0.0,Summer Sewald,West
5412,Kami Bicknell,MG Advanced,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,3393,0.0,Summer Sewald,West
5413,Kami Bicknell,GTX Plus Basic,Hottechi,Lost,0.0,technolgy,1997.0,8170.38,16499.0,Korea,0,GTX,1096,5.0,Summer Sewald,West
5414,Kami Bicknell,GTX Plus Pro,Goodsilron,Won,4842.0,marketing,2000.0,2952.73,5107.0,United States,0,GTX,5482,2.0,Summer Sewald,West
5415,Kami Bicknell,MG Advanced,Blackzim,Won,3463.0,retail,2009.0,497.11,1588.0,United States,0,MG,3393,62.0,Summer Sewald,West
5416,Lajuana Vencill,GTX Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,550,0.0,Dustin Brinkmann,Central
5417,Lajuana Vencill,MG Special,Zumgoity,Engaging,0.0,medical,1984.0,441.08,1210.0,United States,0,MG,55,0.0,Dustin Brinkmann,Central
5418,Lajuana Vencill,GTX Basic,Konmatfix,Lost,0.0,marketing,1985.0,375.43,1190.0,United States,0,GTX,550,3.0,Dustin Brinkmann,Central
5419,Marty Freudenburg,GTX Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,550,0.0,Melvin Marxen,Central
5420,Maureen Marcano,GTX Basic,Newex,Lost,0.0,services,1991.0,1012.72,3492.0,Germany,0,GTX,550,1.0,Summer Sewald,West
5421,Reed Clapper,GTX Pro,Mathtouch,Won,4252.0,marketing,1984.0,3027.46,9516.0,Jordan,0,GTX,4821,10.0,Rocco Neubert,East
5422,Rosie Papadopoulos,GTX Pro,Zotware,Won,4906.0,software,1979.0,4478.47,13809.0,United States,0,GTX,4821,37.0,Cara Losch,East
5423,Versie Hillebrand,GTX Plus Pro,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,5482,0.0,Dustin Brinkmann,Central
5424,Versie Hillebrand,MG Special,Yearin,Engaging,0.0,retail,2005.0,2261.05,3851.0,United States,0,MG,55,0.0,Dustin Brinkmann,Central
5425,Versie Hillebrand,MG Special,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,55,0.0,Dustin Brinkmann,Central
5426,Versie Hillebrand,MG Special,Inity,Lost,0.0,marketing,1986.0,2403.58,8801.0,United States,0,MG,55,12.0,Dustin Brinkmann,Central
5427,Wilburn Farren,MG Advanced,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,3393,0.0,Cara Losch,East
5428,Anna Snelling,GTX Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,550,0.0,Dustin Brinkmann,Central
5429,Anna Snelling,MG Special,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,55,0.0,Dustin Brinkmann,Central
5430,Anna Snelling,GTX Plus Pro,Finhigh,Lost,0.0,finance,2006.0,1102.43,1759.0,United States,0,GTX,5482,8.0,Dustin Brinkmann,Central
5431,Boris Faz,MG Special,Acme Corporation,Engaging,0.0,technolgy,1996.0,1100.04,2822.0,United States,0,MG,55,0.0,Rocco Neubert,East
5432,Cassey Cress,GTX Plus Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,1096,0.0,Rocco Neubert,East
5433,Cecily Lampkin,MG Advanced,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,3393,0.0,Dustin Brinkmann,Central
5434,Corliss Cosme,MG Advanced,Umbrella Corporation,Won,3113.0,finance,1998.0,2022.14,5113.0,United States,0,MG,3393,111.0,Cara Losch,East
5435,Daniell Hammack,GTX Plus Basic,Bluth Company,Won,1097.0,technolgy,1993.0,1242.32,3027.0,United States,Acme Corporation,GTX,1096,11.0,Rocco Neubert,East
5436,Darcel Schlecht,GTX Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,550,0.0,Melvin Marxen,Central
5437,Darcel Schlecht,GTX Plus Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,1096,0.0,Melvin Marxen,Central
5438,Darcel Schlecht,GTX Plus Pro,Scottech,Engaging,0.0,marketing,2012.0,45.39,100.0,United States,Inity,GTX,5482,0.0,Melvin Marxen,Central
5439,Darcel Schlecht,GTX Pro,J-Texon,Engaging,0.0,retail,1989.0,1388.67,3583.0,United States,0,GTX,4821,0.0,Melvin Marxen,Central
5440,Darcel Schlecht,MG Advanced,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,3393,0.0,Melvin Marxen,Central
5441,Darcel Schlecht,MG Advanced,Hottechi,Lost,0.0,technolgy,1997.0,8170.38,16499.0,Korea,0,MG,3393,6.0,Melvin Marxen,Central
5442,Darcel Schlecht,GTX Plus Basic,Condax,Won,1245.0,medical,2017.0,4.54,9.0,United States,0,GTX,1096,127.0,Melvin Marxen,Central
5443,Darcel Schlecht,GTX Plus Basic,Scottech,Won,1160.0,marketing,2012.0,45.39,100.0,United States,Inity,GTX,1096,5.0,Melvin Marxen,Central
5444,Darcel Schlecht,MG Special,Bioholding,Won,53.0,medical,2012.0,587.34,1356.0,Philipines,0,MG,55,1.0,Melvin Marxen,Central
5445,Donn Cantrell,GTX Pro,Initech,Lost,0.0,telecommunications,1994.0,6395.05,20275.0,United States,0,GTX,4821,12.0,Rocco Neubert,East
5446,Gladys Colclough,GTX Plus Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,1096,0.0,Melvin Marxen,Central
5447,Gladys Colclough,GTX Pro,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,4821,0.0,Melvin Marxen,Central
5448,Gladys Colclough,MG Special,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,55,0.0,Melvin Marxen,Central
5449,Gladys Colclough,MG Advanced,Funholding,Lost,0.0,finance,1991.0,2819.5,7227.0,United States,Golddex,MG,3393,7.0,Melvin Marxen,Central
5450,Hayden Neloms,MG Advanced,Newex,Lost,0.0,services,1991.0,1012.72,3492.0,Germany,0,MG,3393,1.0,Celia Rouche,West
5451,James Ascencio,GTX Pro,Cheers,Won,5031.0,entertainment,1993.0,4269.9,6472.0,United States,Massive Dynamic,GTX,4821,42.0,Summer Sewald,West
5452,Jonathan Berthelot,GTX Pro,Rangreen,Won,5741.0,technolgy,1987.0,2938.67,8775.0,Panama,0,GTX,4821,1.0,Melvin Marxen,Central
5453,Kami Bicknell,MG Special,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,55,0.0,Summer Sewald,West
5454,Kami Bicknell,GTX Plus Basic,Plusstrip,Won,1038.0,entertainment,2002.0,349.81,315.0,United States,0,GTX,1096,10.0,Summer Sewald,West
5455,Kary Hendrixson,GTX Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,550,0.0,Summer Sewald,West
5456,Kary Hendrixson,GTX Basic,Condax,Lost,0.0,medical,2017.0,4.54,9.0,United States,0,GTX,550,6.0,Summer Sewald,West
5457,Kary Hendrixson,GTX Basic,J-Texon,Lost,0.0,retail,1989.0,1388.67,3583.0,United States,0,GTX,550,113.0,Summer Sewald,West
5458,Lajuana Vencill,GTX Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,550,0.0,Dustin Brinkmann,Central
5459,Lajuana Vencill,MG Special,Bioholding,Engaging,0.0,medical,2012.0,587.34,1356.0,Philipines,0,MG,55,0.0,Dustin Brinkmann,Central
5460,Lajuana Vencill,GTX Basic,Funholding,Won,502.0,finance,1991.0,2819.5,7227.0,United States,Golddex,GTX,550,10.0,Dustin Brinkmann,Central
5461,Marty Freudenburg,GTX Plus Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,1096,0.0,Melvin Marxen,Central
5462,Marty Freudenburg,MG Special,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,55,0.0,Melvin Marxen,Central
5463,Maureen Marcano,GTX Plus Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,1096,0.0,Summer Sewald,West
5464,Maureen Marcano,GTX Pro,Nam-zim,Won,4913.0,services,1987.0,405.59,1179.0,Brazil,Warephase,GTX,4821,1.0,Summer Sewald,West
5465,Moses Frase,GTX Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,550,0.0,Dustin Brinkmann,Central
5466,Moses Frase,MG Special,Plusstrip,Engaging,0.0,entertainment,2002.0,349.81,315.0,United States,0,MG,55,0.0,Dustin Brinkmann,Central
5467,Moses Frase,MG Advanced,Rundofase,Won,3457.0,technolgy,1983.0,1008.06,1238.0,United States,0,MG,3393,51.0,Dustin Brinkmann,Central
5468,Niesha Huffines,GTX Basic,Donquadtech,Engaging,0.0,technolgy,1992.0,1712.68,3194.0,United States,Acme Corporation,GTX,550,0.0,Melvin Marxen,Central
5469,Niesha Huffines,GTX Basic,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,GTX,550,0.0,Melvin Marxen,Central
5470,Niesha Huffines,GTX Plus Basic,Dontechi,Engaging,0.0,software,1982.0,4618.0,10083.0,United States,0,GTX,1096,0.0,Melvin Marxen,Central
5471,Niesha Huffines,MG Special,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,55,0.0,Melvin Marxen,Central
5472,Reed Clapper,GTX Plus Pro,Opentech,Won,5204.0,finance,1994.0,355.23,853.0,United States,0,GTX,5482,9.0,Rocco Neubert,East
5473,Rosie Papadopoulos,MG Advanced,Plussunin,Won,3019.0,retail,2003.0,1419.98,4018.0,United States,0,MG,3393,8.0,Cara Losch,East
5474,Rosie Papadopoulos,MG Advanced,Sumace,Won,3453.0,retail,2000.0,167.89,493.0,Romania,0,MG,3393,19.0,Cara Losch,East
5475,Versie Hillebrand,MG Special,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,55,0.0,Dustin Brinkmann,Central
5476,Versie Hillebrand,MG Advanced,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,3393,0.0,Dustin Brinkmann,Central
5477,Vicki Laflamme,MG Advanced,Labdrill,Won,3464.0,medical,1985.0,2741.37,9226.0,United States,0,MG,3393,106.0,Celia Rouche,West
5478,Violet Mclelland,MG Special,0,Engaging,0.0,0,0.0,0.0,0.0,0,0,MG,55,0.0,Cara Losch,East
5479,Violet Mclelland,MG Advanced,Zathunicon,Won,2937.0,retail,2010.0,71.12,144.0,United States,0,MG,3393,20.0,Cara Losch,East
